NAME,DATE,POS_7DAYAVG,DTH_NEW,DTH_NEW_2WK
Trempealeau,2020-08-02,6.43,0.0,0.0
Vernon,2020-08-02,1.43,0.0,0.0
Vilas,2020-08-02,2.29,0.0,0.0
Walworth,2020-08-02,26.57,0.0,0.0
Washburn,2020-08-02,3.43,0.0,0.0
Washington,2020-08-02,25.71,0.0,0.0
Waukesha,2020-08-02,94.57,1.0,0.0
Waupaca,2020-08-02,8.29,0.0,0.0
Waushara,2020-08-02,5.29,0.0,0.0
Winnebago,2020-08-02,14.43,0.0,0.0
Wood,2020-08-02,10.43,0.0,0.0
Adams,2020-08-02,1.71,0.0,0.0
Ashland,2020-08-02,0.71,0.0,0.0
Barron,2020-08-02,19.86,0.0,0.0
Bayfield,2020-08-02,0.29,0.0,0.0
Brown,2020-08-02,34.57,0.0,0.0
Buffalo,2020-08-02,0.71,0.0,0.0
Burnett,2020-08-02,0.71,0.0,0.0
Calumet,2020-08-02,5.86,0.0,0.0
Chippewa,2020-08-02,2.43,0.0,0.0
Clark,2020-08-02,2.43,0.0,0.0
Columbia,2020-08-02,4.14,0.0,0.0
Crawford,2020-08-02,1.43,0.0,0.0
Dane,2020-08-02,52.43,0.0,0.0
Dodge,2020-08-02,12.14,0.0,0.0
Door,2020-08-02,0.43,0.0,0.0
Douglas,2020-08-02,5.86,0.0,0.0
Dunn,2020-08-02,2.43,0.0,0.0
Eau Claire,2020-08-02,10.0,0.0,0.0
Florence,2020-08-02,0.29,0.0,0.0
Fond du Lac,2020-08-02,9.57,0.0,0.0
Forest,2020-08-02,0.29,0.0,0.0
Grant,2020-08-02,6.0,0.0,0.0
Green,2020-08-02,1.43,0.0,0.0
Green Lake,2020-08-02,0.43,0.0,0.0
Iowa,2020-08-02,0.86,0.0,0.0
Iron,2020-08-02,1.71,0.0,0.0
Jackson,2020-08-02,1.29,0.0,0.0
Jefferson,2020-08-02,6.43,0.0,0.0
Juneau,2020-08-02,3.14,0.0,0.0
Kenosha,2020-08-02,32.71,0.0,0.0
Kewaunee,2020-08-02,1.43,0.0,0.0
La Crosse,2020-08-02,12.29,0.0,0.0
Lafayette,2020-08-02,1.29,0.0,0.0
Langlade,2020-08-02,2.57,0.0,0.0
Lincoln,2020-08-02,1.57,0.0,0.0
Manitowoc,2020-08-02,7.71,0.0,0.0
Marathon,2020-08-02,12.0,0.0,0.0
Marinette,2020-08-02,12.0,0.0,0.0
Marquette,2020-08-02,0.57,0.0,0.0
Menominee,2020-08-02,0.29,0.0,0.0
Milwaukee,2020-08-02,226.71,0.0,1.0
Adams,2020-08-03,1.57,0.0,0.0
Ashland,2020-08-03,0.71,0.0,0.0
Barron,2020-08-03,19.14,0.0,0.0
Bayfield,2020-08-03,0.14,0.0,0.0
Brown,2020-08-03,34.71,0.0,0.0
Buffalo,2020-08-03,0.71,0.0,0.0
Burnett,2020-08-03,1.0,0.0,0.0
Calumet,2020-08-03,5.71,0.0,0.0
Chippewa,2020-08-03,2.29,0.0,0.0
Clark,2020-08-03,2.71,0.0,0.0
Columbia,2020-08-03,4.43,0.0,0.0
Crawford,2020-08-03,1.43,0.0,0.0
Dane,2020-08-03,51.43,0.0,0.0
Dodge,2020-08-03,11.86,0.0,0.0
Door,2020-08-03,0.43,0.0,0.0
Douglas,2020-08-03,6.14,0.0,0.0
Dunn,2020-08-03,2.0,0.0,0.0
Eau Claire,2020-08-03,10.14,0.0,0.0
Florence,2020-08-03,0.29,0.0,0.0
Fond du Lac,2020-08-03,10.29,0.0,0.0
Forest,2020-08-03,0.29,0.0,0.0
Grant,2020-08-03,5.43,0.0,0.0
Green,2020-08-03,1.57,0.0,0.0
Green Lake,2020-08-03,0.43,0.0,0.0
Iowa,2020-08-03,1.14,0.0,0.0
Iron,2020-08-03,1.43,0.0,0.0
Jackson,2020-08-03,1.29,0.0,0.0
Jefferson,2020-08-03,6.86,0.0,0.0
Juneau,2020-08-03,2.86,0.0,0.0
Kenosha,2020-08-03,29.57,0.0,0.0
Kewaunee,2020-08-03,1.43,0.0,0.0
La Crosse,2020-08-03,10.14,0.0,0.0
Lafayette,2020-08-03,1.57,0.0,0.0
Langlade,2020-08-03,2.57,0.0,0.0
Lincoln,2020-08-03,1.29,0.0,0.0
Manitowoc,2020-08-03,7.29,0.0,0.0
Marathon,2020-08-03,11.57,0.0,0.0
Marinette,2020-08-03,14.14,0.0,0.0
Marquette,2020-08-03,0.57,0.0,0.0
Menominee,2020-08-03,0.43,0.0,0.0
Milwaukee,2020-08-03,221.86,0.0,0.0
Monroe,2020-08-03,6.43,0.0,0.0
Oconto,2020-08-03,5.71,0.0,0.0
Oneida,2020-08-03,2.86,0.0,0.0
Outagamie,2020-08-03,19.71,0.0,0.0
Ozaukee,2020-08-03,14.29,0.0,0.0
Pepin,2020-08-03,0.14,0.0,0.0
Pierce,2020-08-03,3.71,0.0,0.0
Polk,2020-08-03,3.14,0.0,0.0
Portage,2020-08-03,4.71,0.0,0.0
Price,2020-08-03,0.29,0.0,0.0
Racine,2020-08-03,42.57,0.0,0.0
Richland,2020-08-03,1.57,0.0,0.0
Rock,2020-08-03,10.29,0.0,0.0
Rusk,2020-08-03,0.43,0.0,0.0
St. Croix,2020-08-03,7.71,0.0,0.0
Sauk,2020-08-03,14.14,0.0,0.0
Columbia,2021-02-04,9.0,0.0,0.0
Manitowoc,2021-02-04,21.43,0.0,0.0
Waukesha,2021-02-04,87.29,2.0,1.0
Dodge,2021-02-04,11.57,0.0,0.0
Marathon,2021-02-04,19.14,0.0,0.0
Oneida,2021-02-04,12.86,0.0,2.0
Clark,2021-02-04,3.86,0.0,0.0
Waupaca,2021-02-04,8.71,0.0,1.0
Wood,2021-02-04,19.29,1.0,0.0
Marinette,2021-02-04,5.0,0.0,0.0
Douglas,2021-02-04,13.0,0.0,1.0
Rock,2021-02-04,30.86,0.0,0.0
Pepin,2021-02-04,1.0,0.0,0.0
Pierce,2021-02-04,10.0,0.0,0.0
Outagamie,2021-02-04,48.29,0.0,1.0
Marquette,2021-02-04,3.43,-1.0,0.0
Portage,2021-02-04,21.57,0.0,0.0
Dunn,2021-02-04,15.71,0.0,0.0
Eau Claire,2021-02-04,28.14,0.0,0.0
Florence,2021-02-04,0.86,0.0,0.0
Sawyer,2021-02-04,4.14,0.0,0.0
Iowa,2021-02-04,3.14,0.0,0.0
Oconto,2021-02-04,7.29,0.0,0.0
Ashland,2021-02-04,3.14,0.0,0.0
Shawano,2021-02-04,4.29,0.0,0.0
Rusk,2021-02-04,1.0,1.0,0.0
Green Lake,2021-02-04,1.43,0.0,0.0
Iron,2021-02-04,1.86,0.0,0.0
Green,2021-02-04,17.71,0.0,0.0
Barron,2021-02-04,10.86,1.0,1.0
Bayfield,2021-02-04,2.14,0.0,0.0
Lincoln,2021-02-04,6.14,1.0,0.0
Sheboygan,2021-02-04,13.86,0.0,1.0
Brown,2021-02-04,64.43,1.0,0.0
Buffalo,2021-02-04,4.71,0.0,0.0
Juneau,2021-02-04,6.43,0.0,0.0
Kenosha,2021-02-04,34.86,3.0,3.0
Taylor,2021-02-04,1.86,0.0,0.0
Waushara,2021-02-04,2.57,1.0,0.0
Burnett,2021-02-04,3.57,0.0,0.0
Kewaunee,2021-02-04,5.43,0.0,0.0
Trempealeau,2021-02-04,4.57,0.0,0.0
La Crosse,2021-02-04,48.57,0.0,0.0
Vernon,2021-02-04,5.14,0.0,0.0
Crawford,2021-02-04,0.86,1.0,0.0
Racine,2021-02-04,29.29,0.0,0.0
Polk,2021-02-04,14.43,0.0,0.0
Fond du Lac,2021-02-04,20.86,0.0,0.0
Walworth,2021-02-04,16.57,1.0,0.0
Menominee,2021-02-04,1.0,0.0,0.0
Monroe,2021-02-04,11.14,0.0,0.0
Chippewa,2021-02-04,14.57,1.0,0.0
Price,2021-02-04,3.14,0.0,0.0
Lafayette,2021-02-04,2.71,0.0,0.0
Waupaca,2021-02-05,8.14,0.0,0.0
Marinette,2021-02-05,4.43,0.0,1.0
Pepin,2021-02-05,1.14,0.0,0.0
Pierce,2021-02-05,7.86,0.0,0.0
Outagamie,2021-02-05,45.86,2.0,2.0
Marquette,2021-02-05,3.0,0.0,0.0
Portage,2021-02-05,19.14,0.0,1.0
Monroe,2020-07-31,5.29,0.0,0.0
Oconto,2020-07-31,4.29,0.0,0.0
Oneida,2020-07-31,3.0,0.0,0.0
Outagamie,2020-07-31,22.57,0.0,0.0
Ozaukee,2020-07-31,11.29,0.0,0.0
Pepin,2020-07-31,0.57,0.0,0.0
Pierce,2020-07-31,3.43,0.0,0.0
Polk,2020-07-31,2.43,0.0,0.0
Portage,2020-07-31,3.0,0.0,0.0
Price,2020-07-31,0.14,0.0,0.0
Racine,2020-07-31,36.57,2.0,0.0
Richland,2020-07-31,0.57,0.0,0.0
Rock,2020-07-31,12.43,0.0,0.0
Rusk,2020-07-31,0.14,0.0,0.0
St. Croix,2020-07-31,9.14,0.0,1.0
Sauk,2020-07-31,12.14,0.0,0.0
Sawyer,2020-07-31,1.86,0.0,0.0
Shawano,2020-07-31,3.29,0.0,0.0
Sheboygan,2020-07-31,18.86,0.0,0.0
Taylor,2020-07-31,1.29,0.0,0.0
Trempealeau,2020-07-31,6.57,1.0,0.0
Vernon,2020-07-31,1.29,0.0,0.0
Vilas,2020-07-31,1.0,0.0,0.0
Walworth,2020-07-31,24.71,0.0,0.0
Washburn,2020-07-31,1.71,0.0,0.0
Washington,2020-07-31,20.43,0.0,1.0
Waukesha,2020-07-31,102.0,2.0,2.0
Waupaca,2020-07-31,11.43,0.0,0.0
Waushara,2020-07-31,5.71,0.0,0.0
Winnebago,2020-07-31,14.43,1.0,1.0
Wood,2020-07-31,8.57,0.0,0.0
Adams,2020-08-01,1.29,0.0,0.0
Ashland,2020-08-01,0.71,0.0,0.0
Barron,2020-08-01,22.0,0.0,0.0
Bayfield,2020-08-01,0.43,0.0,0.0
Brown,2020-08-01,32.43,0.0,0.0
Buffalo,2020-08-01,0.71,0.0,0.0
Burnett,2020-08-01,0.71,0.0,0.0
Calumet,2020-08-01,4.57,0.0,0.0
Chippewa,2020-08-01,3.0,0.0,0.0
Clark,2020-08-01,2.43,0.0,0.0
Columbia,2020-08-01,4.57,0.0,0.0
Crawford,2020-08-01,0.86,0.0,0.0
Dane,2020-08-01,47.29,0.0,1.0
Dodge,2020-08-01,9.43,0.0,0.0
Door,2020-08-01,0.43,0.0,0.0
Douglas,2020-08-01,4.71,0.0,0.0
Dunn,2020-08-01,2.86,0.0,0.0
Eau Claire,2020-08-01,7.43,0.0,0.0
Florence,2020-08-01,0.29,0.0,0.0
Fond du Lac,2020-08-01,9.29,0.0,0.0
Forest,2020-08-01,0.29,0.0,0.0
Grant,2020-08-01,5.43,0.0,0.0
Green,2020-08-01,0.86,0.0,0.0
Green Lake,2020-08-01,0.43,0.0,0.0
Iowa,2020-08-01,1.0,0.0,0.0
Iron,2020-08-01,3.43,0.0,0.0
Jackson,2020-08-01,1.43,0.0,0.0
Jefferson,2020-08-01,6.57,0.0,0.0
Juneau,2020-08-01,3.43,0.0,0.0
Kenosha,2020-08-01,32.0,1.0,0.0
Kewaunee,2020-08-01,1.57,0.0,0.0
La Crosse,2020-08-01,10.0,0.0,0.0
Lafayette,2020-08-01,1.0,0.0,0.0
Langlade,2020-08-01,2.86,0.0,0.0
Lincoln,2020-08-01,1.29,0.0,0.0
Manitowoc,2020-08-01,9.57,0.0,0.0
Marathon,2020-08-01,13.57,1.0,1.0
Marinette,2020-08-01,10.29,0.0,0.0
Marquette,2020-08-01,0.43,0.0,0.0
Menominee,2020-08-01,0.14,0.0,0.0
Milwaukee,2020-08-01,236.86,8.0,3.0
Monroe,2020-08-01,5.43,0.0,0.0
Oconto,2020-08-01,5.86,0.0,0.0
Oneida,2020-08-01,3.57,0.0,0.0
Outagamie,2020-08-01,22.14,1.0,0.0
Ozaukee,2020-08-01,14.14,1.0,0.0
Pepin,2020-08-01,0.29,0.0,0.0
Pierce,2020-08-01,3.29,0.0,1.0
Polk,2020-08-01,3.14,0.0,0.0
Portage,2020-08-01,3.71,0.0,0.0
Price,2020-08-01,0.29,0.0,0.0
Racine,2020-08-01,44.29,-1.0,3.0
Richland,2020-08-01,0.86,0.0,0.0
Rock,2020-08-01,11.14,0.0,0.0
Rusk,2020-08-01,0.29,0.0,0.0
St. Croix,2020-08-01,8.0,0.0,0.0
Sauk,2020-08-01,14.14,0.0,0.0
Sawyer,2020-08-01,2.14,0.0,0.0
Shawano,2020-08-01,3.71,0.0,0.0
Sheboygan,2020-08-01,17.43,0.0,0.0
Taylor,2020-08-01,1.57,0.0,1.0
Trempealeau,2020-08-01,7.0,0.0,0.0
Vernon,2020-08-01,1.57,0.0,0.0
Vilas,2020-08-01,1.14,0.0,0.0
Walworth,2020-08-01,28.71,0.0,1.0
Washburn,2020-08-01,2.86,0.0,0.0
Washington,2020-08-01,26.43,0.0,0.0
Waukesha,2020-08-01,102.14,1.0,2.0
Waupaca,2020-08-01,12.0,1.0,0.0
Waushara,2020-08-01,5.43,0.0,0.0
Winnebago,2020-08-01,15.71,0.0,0.0
Wood,2020-08-01,9.71,0.0,0.0
Marinette,2021-02-02,5.71,1.0,0.0
Waukesha,2021-02-02,87.14,2.0,1.0
Door,2021-02-02,3.71,0.0,0.0
Marquette,2021-02-02,4.71,0.0,0.0
Menominee,2021-02-02,0.43,0.0,0.0
Waupaca,2021-02-02,8.29,0.0,0.0
Iron,2021-02-02,0.71,0.0,0.0
Lincoln,2021-02-02,5.71,0.0,0.0
St. Croix,2021-02-02,16.71,0.0,0.0
Green,2021-02-02,15.43,0.0,0.0
Green Lake,2021-02-02,1.71,2.0,0.0
Monroe,2021-02-02,11.71,0.0,0.0
Pepin,2021-02-02,1.14,0.0,0.0
Jefferson,2021-02-02,20.71,0.0,1.0
Ozaukee,2021-02-02,16.86,0.0,0.0
Juneau,2021-02-02,4.71,0.0,0.0
Pierce,2021-02-02,11.29,0.0,0.0
Portage,2021-02-02,20.29,1.0,0.0
Douglas,2021-02-02,14.43,0.0,0.0
Dane,2021-02-02,104.71,0.0,0.0
Kenosha,2021-02-02,35.86,4.0,1.0
Sauk,2021-02-02,12.57,0.0,0.0
Polk,2021-02-02,15.14,0.0,1.0
Clark,2021-02-02,5.29,0.0,0.0
Rusk,2021-02-02,1.57,0.0,0.0
Kewaunee,2021-02-02,5.86,0.0,0.0
La Crosse,2021-02-02,51.0,1.0,0.0
Sawyer,2021-02-02,4.29,0.0,0.0
Shawano,2021-02-02,6.14,0.0,0.0
Calumet,2021-02-02,15.14,0.0,0.0
Ashland,2021-02-02,3.29,0.0,0.0
Jackson,2021-02-02,2.14,0.0,0.0
Rock,2021-02-02,32.14,1.0,0.0
Dunn,2021-02-02,14.57,0.0,0.0
Eau Claire,2021-02-02,29.71,0.0,0.0
Price,2021-02-02,3.71,0.0,0.0
Barron,2021-02-02,13.14,0.0,0.0
Bayfield,2021-02-02,1.43,0.0,0.0
Florence,2021-02-02,1.29,0.0,0.0
Fond du Lac,2021-02-02,21.14,0.0,1.0
Richland,2021-02-02,3.29,0.0,0.0
Forest,2021-02-02,1.86,0.0,0.0
Sheboygan,2021-02-02,16.57,8.0,0.0
Iowa,2021-02-02,3.0,0.0,0.0
Vilas,2021-02-02,13.0,0.0,0.0
Brown,2021-02-02,68.43,0.0,1.0
Lafayette,2021-02-02,3.14,0.0,0.0
Racine,2021-02-02,34.86,1.0,0.0
Taylor,2021-02-02,2.29,0.0,0.0
Buffalo,2021-02-02,5.14,0.0,0.0
Oconto,2021-02-02,7.14,0.0,0.0
Adams,2021-02-02,5.43,0.0,0.0
Dodge,2021-02-02,14.71,0.0,0.0
Langlade,2021-02-02,1.43,0.0,0.0
Trempealeau,2021-02-02,3.86,0.0,0.0
Winnebago,2021-02-02,29.0,0.0,2.0
Grant,2021-02-02,13.43,0.0,0.0
Outagamie,2021-02-02,50.14,2.0,1.0
Wood,2021-02-02,22.71,0.0,0.0
Milwaukee,2021-02-02,212.43,15.0,26.0
Burnett,2021-02-02,3.43,0.0,0.0
Chippewa,2021-02-02,17.57,0.0,1.0
Columbia,2021-02-02,13.43,0.0,0.0
Florence,2021-02-03,1.29,0.0,0.0
Fond du Lac,2021-02-03,20.43,0.0,0.0
Forest,2021-02-03,1.57,0.0,0.0
Grant,2021-02-03,12.29,0.0,0.0
Green,2021-02-03,16.14,0.0,0.0
Green Lake,2021-02-03,1.71,0.0,0.0
Iron,2021-02-03,0.86,0.0,1.0
Lincoln,2021-02-03,6.0,0.0,0.0
Juneau,2021-02-03,5.57,0.0,0.0
Kenosha,2021-02-03,34.71,2.0,4.0
Kewaunee,2021-02-03,6.0,0.0,0.0
La Crosse,2021-02-03,51.0,0.0,0.0
Marinette,2021-02-03,5.29,0.0,0.0
Marquette,2021-02-03,5.57,1.0,0.0
Menominee,2021-02-03,0.57,0.0,0.0
Monroe,2021-02-03,11.71,0.0,0.0
Oneida,2021-02-03,13.71,0.0,0.0
Pepin,2021-02-03,1.14,0.0,0.0
Pierce,2021-02-03,11.14,0.0,0.0
Portage,2021-02-03,20.14,0.0,0.0
Price,2021-02-03,4.29,0.0,0.0
Richland,2021-02-03,3.43,0.0,0.0
St. Croix,2021-02-03,17.0,0.0,0.0
Sauk,2021-02-03,12.0,1.0,0.0
Sawyer,2021-02-03,4.0,0.0,1.0
Taylor,2021-02-03,2.14,0.0,0.0
Trempealeau,2021-02-03,4.29,0.0,0.0
Vernon,2021-02-03,4.71,0.0,0.0
Walworth,2021-02-03,15.0,0.0,0.0
Washburn,2021-02-03,3.71,0.0,0.0
Washington,2021-02-03,27.86,0.0,0.0
Waukesha,2021-02-03,89.0,2.0,0.0
Waupaca,2021-02-03,8.0,1.0,0.0
Winnebago,2021-02-03,28.0,1.0,0.0
Wood,2021-02-03,21.0,0.0,0.0
Iowa,2021-02-03,2.29,0.0,0.0
Oconto,2021-02-03,6.71,0.0,0.0
Waushara,2021-02-03,2.43,1.0,0.0
Crawford,2021-02-03,1.14,0.0,0.0
Clark,2021-02-03,4.71,0.0,0.0
Outagamie,2021-02-03,48.71,0.0,1.0
Milwaukee,2021-02-03,209.0,0.0,1.0
Vilas,2021-02-03,12.0,0.0,0.0
Adams,2021-02-03,4.86,0.0,0.0
Barron,2021-01-30,16.57,2.0,0.0
Bayfield,2021-01-30,2.14,0.0,0.0
Walworth,2021-01-30,19.71,0.0,0.0
Kewaunee,2021-01-30,6.43,0.0,0.0
La Crosse,2021-01-30,58.29,1.0,0.0
Waushara,2021-01-30,2.29,0.0,0.0
Vilas,2021-01-30,14.14,0.0,0.0
Winnebago,2021-01-30,29.43,1.0,0.0
Dunn,2021-01-30,13.57,0.0,0.0
Eau Claire,2021-01-30,31.29,1.0,0.0
Monroe,2021-01-30,14.43,0.0,0.0
Washburn,2021-01-30,4.0,0.0,0.0
Washington,2021-01-30,31.29,2.0,-1.0
Adams,2021-01-30,4.71,0.0,0.0
Waukesha,2021-01-30,85.57,1.0,0.0
Brown,2021-01-30,73.29,2.0,0.0
St. Croix,2021-01-30,19.29,1.0,0.0
Chippewa,2021-01-30,20.57,1.0,1.0
Wood,2021-01-30,23.57,1.0,0.0
Outagamie,2021-01-30,50.57,2.0,0.0
Dodge,2021-01-30,17.29,2.0,0.0
Racine,2021-01-30,39.0,2.0,0.0
Columbia,2021-01-30,15.57,0.0,3.0
Lafayette,2021-01-30,4.14,0.0,0.0
Sauk,2021-01-30,16.0,0.0,-1.0
Milwaukee,2021-01-30,223.43,0.0,2.0
Langlade,2021-01-30,1.71,0.0,0.0
Sawyer,2021-01-30,4.0,0.0,1.0
Manitowoc,2021-01-30,17.43,0.0,0.0
Shawano,2021-01-30,6.71,0.0,1.0
Polk,2021-01-30,14.86,0.0,0.0
Pepin,2021-01-30,1.0,0.0,0.0
Pierce,2021-01-30,10.43,0.0,0.0
Portage,2021-01-30,18.29,0.0,0.0
Marathon,2021-01-30,29.29,0.0,0.0
Sheboygan,2021-01-30,17.57,0.0,0.0
Calumet,2021-01-30,17.29,0.0,0.0
Florence,2021-01-30,1.14,0.0,0.0
Fond du Lac,2021-01-30,23.29,0.0,0.0
Crawford,2021-01-30,1.43,0.0,0.0
Forest,2021-01-30,1.71,0.0,0.0
Buffalo,2021-01-30,4.43,0.0,0.0
Waupaca,2021-01-30,11.71,0.0,0.0
Grant,2021-01-30,11.57,0.0,0.0
Taylor,2021-01-30,3.29,0.0,0.0
Price,2021-01-30,4.43,0.0,0.0
Door,2021-01-30,3.43,0.0,0.0
Marinette,2021-01-30,6.86,1.0,0.0
Trempealeau,2021-01-30,3.86,1.0,0.0
Jefferson,2021-01-30,21.29,0.0,0.0
Ozaukee,2021-01-30,19.86,0.0,0.0
Green,2021-01-30,14.29,0.0,0.0
Green Lake,2021-01-30,2.71,0.0,0.0
Richland,2021-01-30,3.43,0.0,0.0
Dane,2021-01-30,110.0,6.0,0.0
Iron,2021-01-30,0.86,0.0,0.0
Lincoln,2021-01-30,6.57,0.0,0.0
Rusk,2021-01-30,2.0,0.0,0.0
Juneau,2021-01-30,4.71,0.0,1.0
Burnett,2021-01-30,3.29,0.0,0.0
Buffalo,2021-01-29,5.0,0.0,0.0
Pepin,2021-01-29,1.14,0.0,0.0
Pierce,2021-01-29,10.57,0.0,0.0
Portage,2021-01-29,15.43,0.0,1.0
Brown,2021-01-29,71.14,2.0,0.0
Crawford,2021-01-29,1.29,1.0,0.0
St. Croix,2021-01-29,19.86,0.0,0.0
Wood,2021-01-29,22.43,0.0,0.0
Oneida,2021-01-29,13.43,0.0,2.0
Vernon,2021-01-29,5.71,0.0,0.0
Iowa,2021-01-29,2.29,0.0,0.0
Oconto,2021-01-29,7.43,1.0,0.0
Outagamie,2021-01-29,51.29,2.0,0.0
Dodge,2021-01-29,19.14,1.0,0.0
Douglas,2021-01-29,7.57,0.0,0.0
Marquette,2021-01-29,4.0,0.0,0.0
Menominee,2021-01-29,0.29,0.0,0.0
Walworth,2021-01-29,18.86,0.0,0.0
Waushara,2021-01-29,2.57,0.0,0.0
Vilas,2021-01-29,12.43,0.0,1.0
Lafayette,2021-01-29,4.14,0.0,0.0
Sauk,2021-01-29,15.86,1.0,0.0
Milwaukee,2021-01-29,225.43,8.0,1.0
Burnett,2021-01-29,3.29,0.0,0.0
Chippewa,2021-01-29,20.71,2.0,0.0
Langlade,2021-01-29,1.43,0.0,0.0
Sawyer,2021-01-29,5.57,0.0,0.0
Racine,2021-01-29,38.86,1.0,0.0
Columbia,2021-01-29,16.43,4.0,0.0
Manitowoc,2021-01-29,16.29,0.0,0.0
Shawano,2021-01-29,8.0,1.0,0.0
Polk,2021-01-29,12.71,0.0,0.0
Marathon,2021-01-29,33.14,0.0,1.0
Sheboygan,2021-01-29,19.71,1.0,0.0
Adams,2021-01-29,5.43,0.0,0.0
Calumet,2021-01-29,17.14,0.0,1.0
Dunn,2021-01-29,12.0,0.0,0.0
Eau Claire,2021-01-29,32.43,0.0,0.0
Monroe,2021-01-29,16.0,0.0,0.0
Washburn,2021-01-29,5.57,1.0,0.0
Washington,2021-01-29,33.57,0.0,0.0
Taylor,2021-01-29,4.0,0.0,0.0
Door,2021-01-29,4.29,0.0,0.0
Marinette,2021-01-29,7.57,1.0,0.0
Trempealeau,2021-01-29,4.71,1.0,0.0
Rock,2021-01-29,38.86,2.0,0.0
Clark,2021-01-30,6.29,0.0,0.0
Ashland,2021-01-30,4.14,0.0,0.0
Kenosha,2021-01-30,33.71,0.0,1.0
Jackson,2021-01-30,3.43,1.0,0.0
Oneida,2021-01-30,13.43,0.0,0.0
Rock,2021-01-30,35.0,4.0,2.0
Vernon,2021-01-30,5.14,0.0,0.0
Iowa,2021-01-30,2.14,0.0,0.0
Oconto,2021-01-30,7.14,1.0,0.0
Douglas,2021-01-30,9.0,0.0,0.0
Marquette,2021-01-30,4.14,0.0,0.0
Menominee,2021-01-30,0.29,0.0,0.0
Grant,2021-01-28,10.86,0.0,0.0
Winnebago,2021-01-28,34.43,0.0,0.0
Sheboygan,2021-01-28,22.57,1.0,0.0
Calumet,2021-01-28,15.29,0.0,0.0
Lafayette,2021-01-28,3.57,0.0,0.0
Columbia,2021-01-28,18.0,0.0,1.0
Green,2021-01-28,14.43,0.0,0.0
Wood,2021-01-28,23.57,0.0,0.0
Outagamie,2021-01-28,55.86,0.0,0.0
Taylor,2021-01-28,4.0,0.0,0.0
Chippewa,2021-01-28,24.29,0.0,0.0
Portage,2021-01-28,14.43,0.0,2.0
Green Lake,2021-01-28,4.71,0.0,0.0
Iron,2021-01-28,2.71,0.0,0.0
St. Croix,2021-01-28,21.86,0.0,0.0
Rock,2021-01-28,41.0,0.0,0.0
Jackson,2021-01-28,4.29,0.0,0.0
Racine,2021-01-28,44.29,3.0,2.0
Dodge,2021-01-28,19.57,0.0,0.0
Milwaukee,2021-01-28,235.86,2.0,1.0
Buffalo,2021-01-28,5.14,0.0,0.0
Burnett,2021-01-28,3.0,0.0,0.0
Juneau,2021-01-28,6.43,0.0,0.0
Langlade,2021-01-28,1.57,0.0,0.0
Kenosha,2021-01-28,38.57,0.0,-1.0
Trempealeau,2021-01-28,6.0,0.0,0.0
Sawyer,2021-01-28,7.29,0.0,0.0
Manitowoc,2021-01-28,18.0,0.0,0.0
Sauk,2021-01-28,17.29,0.0,1.0
Kewaunee,2021-01-28,7.0,0.0,0.0
La Crosse,2021-01-28,44.29,1.0,0.0
Shawano,2021-01-28,8.29,0.0,0.0
Polk,2021-01-28,12.71,1.0,0.0
Vernon,2021-01-28,6.29,0.0,0.0
Iowa,2021-01-28,2.14,0.0,0.0
Oconto,2021-01-28,7.14,0.0,0.0
Jefferson,2021-01-28,23.29,0.0,0.0
Ozaukee,2021-01-28,22.71,1.0,1.0
Oneida,2021-01-28,13.0,0.0,0.0
Walworth,2021-01-28,17.71,0.0,0.0
Waushara,2021-01-28,3.0,0.0,-1.0
Vilas,2021-01-28,11.86,1.0,0.0
Dane,2021-01-28,122.0,4.0,0.0
Marinette,2021-01-28,8.14,0.0,0.0
Washburn,2021-01-28,6.29,0.0,0.0
Adams,2021-01-28,5.43,0.0,0.0
Rusk,2021-01-28,3.0,0.0,0.0
Washington,2021-01-28,35.29,0.0,0.0
Waukesha,2021-01-28,91.86,5.0,2.0
Ashland,2021-01-28,3.14,0.0,0.0
Marquette,2021-01-28,4.0,0.0,0.0
Pepin,2021-01-28,2.14,0.0,0.0
Crawford,2021-01-28,2.0,0.0,0.0
Barron,2021-01-28,19.57,0.0,0.0
Bayfield,2021-01-28,2.86,0.0,0.0
Menominee,2021-01-28,0.86,0.0,0.0
Monroe,2021-01-28,19.71,0.0,0.0
Pierce,2021-01-28,8.86,0.0,0.0
Brown,2021-01-28,73.14,2.0,2.0
Douglas,2021-01-28,8.29,0.0,0.0
Door,2021-01-28,4.57,0.0,0.0
Price,2021-01-28,6.0,0.0,0.0
Waupaca,2021-01-28,14.57,1.0,1.0
Dunn,2021-01-28,13.43,0.0,0.0
Richland,2021-01-28,2.71,0.0,0.0
Lincoln,2021-01-28,7.14,0.0,0.0
Eau Claire,2021-01-28,34.57,0.0,0.0
Marathon,2021-01-28,32.0,0.0,0.0
Florence,2021-01-28,0.71,0.0,0.0
Fond du Lac,2021-01-28,25.0,2.0,0.0
Waupaca,2021-01-29,12.71,2.0,0.0
Price,2021-01-29,6.57,0.0,0.0
Grant,2021-01-29,10.86,0.0,0.0
Forest,2021-01-29,1.29,0.0,0.0
Jefferson,2021-01-29,22.71,1.0,1.0
Ozaukee,2021-01-29,20.43,0.0,0.0
Green,2021-01-29,15.57,1.0,1.0
Green Lake,2021-01-29,3.29,0.0,0.0
Richland,2021-01-29,3.43,0.0,0.0
Dane,2021-01-29,109.0,1.0,0.0
