X,Y,OBJECTID,StopID,Route,Lat,Lon,DailyBoardings,DotSize
-89.471460947039517,43.068228062197875,14239,2228,14,43.068236,-89.471467,1.56,15640.31
-89.469787946489831,43.077396061037838,14240,2230,70,43.077404,-89.469794,4.7,47019.48
-89.469787946489831,43.077396061037838,14241,2230,71,43.077404,-89.469794,7.52,75200.82
-89.469787946489831,43.077396061037838,14242,2230,72,43.077404,-89.469794,12.53,125296.8
-89.436180957718321,43.062452061742476,14243,2231,6,43.06246,-89.436187,5.24,52404.46
-89.447446954632099,43.053337063669851,14244,2233,6,43.053345,-89.447453,5.8,57979.4
-89.473797945112636,43.074350061832554,14245,2236,15,43.074358,-89.473804,1.8,18004.45
-89.423566960642987,43.072310059333269,14246,2239,19,43.072318,-89.423573,5.01,50080.69
-89.426652958392594,43.078980057993888,14247,2240,80,43.078988,-89.426659,0.67,6670.15
-89.426652958392594,43.078980057993888,14248,2240,84,43.078988,-89.426659,1,10029.27
-89.44202995662738,43.057581062209898,14249,2246,6,43.057589,-89.442036,0.33,3344.97
-89.471235947385381,43.064082063140674,14250,2249,2,43.06409,-89.471242,8.14,81370.61
-89.458076951154254,43.060989062479919,14251,2250,6,43.060997,-89.458083,1.11,11149.88
-89.467399949892808,43.049912064880594,14252,2253,3,43.04992,-89.467406,6.67,66704.98
-89.467399949892808,43.049912064880594,14253,2253,58,43.04992,-89.467406,3.8,37975.63
-89.415098963756321,43.066123059317526,14254,2255,3,43.066131,-89.415105,45.03,450258.59
-89.415098963756321,43.066123059317526,14255,2255,58,43.066131,-89.415105,3.8,37975.63
-89.450621952910538,43.060704062752912,14256,2263,6,43.060712,-89.450628,13.27,132683.63
-89.442132955566535,43.070303060594981,14257,2264,14,43.070311,-89.442139,1.56,15640.31
-89.439547957644805,43.051261063701745,14258,2265,3,43.051269,-89.439554,4.45,44469.98
-89.439547957644805,43.051261063701745,14259,2265,58,43.051269,-89.439554,2.9,29040.19
-89.419936961342998,43.076374058450355,14260,2267,11,43.076382,-89.419943,7.6,76007.47
-89.419936961342998,43.076374058450355,14261,2267,28,43.076382,-89.419943,52.15,521453.39
-89.419936961342998,43.076374058450355,14262,2267,38,43.076382,-89.419943,44.97,449668.69
-89.419936961342998,43.076374058450355,14263,2267,44,43.076382,-89.419943,9.5,95001.49
-89.419936961342998,43.076374058450355,14264,2267,80,43.076382,-89.419943,455.02,4550154.2
-89.446466953395429,43.075423060309753,14265,2268,2,43.075431,-89.446473,3.57,35669.31
-89.446466953395429,43.075423060309753,14266,2268,10,43.075431,-89.446473,0.33,3338.61
-89.446466953395429,43.075423060309753,14267,2268,11,43.075431,-89.446473,0.22,2235.51
-89.446466953395429,43.075423060309753,14268,2268,12,43.075431,-89.446473,0.11,1122.46
-89.446466953395429,43.075423060309753,14269,2268,15,43.075431,-89.446473,2.36,23630.84
-89.446466953395429,43.075423060309753,14270,2268,28,43.075431,-89.446473,0.11,1126.25
-89.446466953395429,43.075423060309753,14271,2268,70,43.075431,-89.446473,1.01,10075.6
-89.438503956074001,43.074932059224587,14272,2270,2,43.07494,-89.43851,8.25,82485.28
-89.438503956074001,43.074932059224587,14273,2270,10,43.07494,-89.43851,5.79,57869.32
-89.438503956074001,43.074932059224587,14274,2270,11,43.07494,-89.43851,0.67,6706.54
-89.438503956074001,43.074932059224587,14275,2270,12,43.07494,-89.43851,1.23,12347.11
-89.438503956074001,43.074932059224587,14276,2270,15,43.07494,-89.43851,4.61,46136.41
-89.438503956074001,43.074932059224587,14277,2270,28,43.07494,-89.43851,0.56,5631.25
-89.438503956074001,43.074932059224587,14278,2270,56,43.07494,-89.43851,1.92,19156.37
-89.438503956074001,43.074932059224587,14279,2270,57,43.07494,-89.43851,1.34,13394.16
-89.438503956074001,43.074932059224587,14280,2270,70,43.07494,-89.43851,1.46,14553.65
-89.438503956074001,43.074932059224587,14281,2270,71,43.07494,-89.43851,2.47,24692.81
-89.438503956074001,43.074932059224587,14282,2270,72,43.07494,-89.43851,3.13,31324.2
-89.458393951793795,43.053764063747543,14283,2274,6,43.053772,-89.4584,0.22,2229.98
-89.458393951793795,43.053764063747543,14284,2274,18,43.053772,-89.4584,0.11,1116.6
-89.473842946289992,43.068253062416098,14285,2278,14,43.068261,-89.473849,0.11,1117.16
-89.427182960699355,43.058621061873176,14286,2279,19,43.058629,-89.427189,5.01,50080.69
-89.467204947122951,43.073189061515052,14287,2282,10,43.073197,-89.467211,0.45,4451.49
-89.467204947122951,43.073189061515052,14288,2282,15,43.073197,-89.467211,0.23,2250.56
-89.425911961283745,43.059311061029234,14289,2290,3,43.059319,-89.425918,1.22,12229.25
-89.425911961283745,43.059311061029234,14290,2290,58,43.059319,-89.425918,1.01,10052.37
-89.467029949153215,43.050127064893559,14291,2302,3,43.050135,-89.467036,0.11,1111.75
-89.423911960152608,43.068048060058572,14292,2306,19,43.068056,-89.423918,10.24,102387.19
-89.442028956245295,43.053669062809902,14293,2316,6,43.053677,-89.442035,0.56,5574.94
-89.465296948537443,43.06101406332035,14294,2320,6,43.061022,-89.465303,2.01,20069.79
-89.465995950148809,43.05347506430077,14295,2323,6,43.053483,-89.466002,1.67,16724.83
-89.473744947354987,43.051772065130649,14296,2324,18,43.05178,-89.473751,1.23,12282.6
-89.473744947354987,43.051772065130649,14297,2324,50,43.05178,-89.473751,5.02,50178.7
-89.473744947354987,43.051772065130649,14298,2324,51,43.05178,-89.473751,0.89,8939.43
-89.473744947354987,43.051772065130649,14299,2324,56,43.05178,-89.473751,0.23,2253.69
-89.473744947354987,43.051772065130649,14300,2324,57,43.05178,-89.473751,0.56,5580.9
-89.443882954849187,43.060625062148944,14301,2325,6,43.060633,-89.443889,8.03,80279.17
-89.44761995471859,43.05365906344484,14302,2336,6,43.053667,-89.447626,0.33,3344.97
-89.450883952881853,43.068493061553056,14303,2337,11,43.068501,-89.45089,6.37,63712.14
-89.470266948496672,43.055184064501582,14304,2344,6,43.055192,-89.470273,0.33,3344.97
-89.430220957234766,43.078380058927472,14305,2349,2,43.078388,-89.430227,231.85,2318505.12
-89.430220957234766,43.078380058927472,14306,2349,10,43.078388,-89.430227,129.98,1299833.91
-89.430220957234766,43.078380058927472,14307,2349,28,43.078388,-89.430227,111.16,1111607.99
-89.430220957234766,43.078380058927472,14308,2349,38,43.078388,-89.430227,83.36,833642.7
-89.430220957234766,43.078380058927472,14309,2349,80,43.078388,-89.430227,561.96,5619601.63
-89.447062955387494,43.050562064114892,14310,2357,3,43.05057,-89.447069,4.89,48916.98
-89.447062955387494,43.050562064114892,14311,2357,58,43.05057,-89.447069,1.79,17870.88
-89.467046947022368,43.075902060593293,14312,2359,70,43.07591,-89.467053,4.37,43660.94
-89.467046947022368,43.075902060593293,14313,2359,71,43.07591,-89.467053,3.14,31427.21
-89.467046947022368,43.075902060593293,14314,2359,72,43.07591,-89.467053,4.47,44748.86
-89.451403951740943,43.072414060322679,14315,2362,2,43.072422,-89.45141,2.68,26751.98
-89.451403951740943,43.072414060322679,14316,2362,11,43.072422,-89.45141,0.34,3353.27
-89.456614949968895,43.075484060164612,14317,2370,12,43.075492,-89.456621,0.56,5612.32
-89.456614949968895,43.075484060164612,14318,2370,15,43.075492,-89.456621,1.46,14628.62
-89.456614949968895,43.075484060164612,14319,2370,28,43.075492,-89.456621,0.34,3378.75
-89.456614949968895,43.075484060164612,14320,2370,70,43.075492,-89.456621,2.02,20151.2
-89.456614949968895,43.075484060164612,14321,2370,71,43.075492,-89.456621,3.14,31427.21
-89.456614949968895,43.075484060164612,14322,2370,72,43.075492,-89.456621,3.02,30205.48
-89.436057957891208,43.062837061209194,14323,2374,6,43.062845,-89.436064,0.67,6689.93
-89.463723948737609,43.073074060973518,14324,2376,2,43.073082,-89.46373,20.29,202869.2
-89.463723948737609,43.073074060973518,14325,2376,10,43.073082,-89.46373,17.14,171382.21
-89.463723948737609,43.073074060973518,14326,2376,15,43.073082,-89.46373,4.16,41635.29
-89.463723948737609,43.073074060973518,14327,2376,56,43.073082,-89.46373,1.24,12395.3
-89.463723948737609,43.073074060973518,14328,2376,57,43.073082,-89.46373,1.23,12277.98
-89.427763959915268,43.067833060243537,14329,2377,6,43.067841,-89.42777,25.76,257562.34
-89.475581947242418,43.049882065518148,14330,2379,3,43.04989,-89.475588,5.89,58922.73
-89.428749960792572,43.057404061876539,14331,2380,3,43.057412,-89.428756,2.33,23346.74
-89.428749960792572,43.057404061876539,14332,2380,19,43.057412,-89.428756,1.78,17806.47
-89.428749960792572,43.057404061876539,14333,2380,58,43.057412,-89.428756,0.22,2233.86
-89.473236947506251,43.048764066060151,14334,2383,18,43.048772,-89.473243,0.22,2233.2
-89.473236947506251,43.048764066060151,14335,2383,50,43.048772,-89.473243,5.46,54639.03
-89.473236947506251,43.048764066060151,14336,2383,51,43.048772,-89.473243,1.56,15644.01
-89.473236947506251,43.048764066060151,14337,2383,56,43.048772,-89.473243,0.23,2253.69
-89.473236947506251,43.048764066060151,14338,2383,57,43.048772,-89.473243,0.45,4464.72
-89.441733956796,43.056068063134589,14339,2387,6,43.056076,-89.44174,11.26,112613.84
-89.423084961579107,43.06087706096541,14340,2389,3,43.060885,-89.423091,55.37,553651.3
-89.39481797199609,43.03888706322148,12341,4100,4,43.038895,-89.394824,284.87,2848655.01
-89.39481797199609,43.03888706322148,12342,4100,5,43.038895,-89.394824,285.68,2856796.35
-89.39481797199609,43.03888706322148,12343,4100,13,43.038895,-89.394824,92.53,925347.87
-89.39481797199609,43.03888706322148,12344,4100,16,43.038895,-89.394824,222.62,2226198.18
-89.39481797199609,43.03888706322148,12345,4100,18,43.038895,-89.394824,289.87,2898694.73
-89.39481797199609,43.03888706322148,12346,4100,40,43.038895,-89.394824,251.56,2515602.87
-89.39481797199609,43.03888706322148,12347,4100,44,43.038895,-89.394824,20.45,204532.62
-89.39481797199609,43.03888706322148,12348,4100,48,43.038895,-89.394824,5.44,54444.44
-89.39481797199609,43.03888706322148,12349,4100,49,43.038895,-89.394824,12.1,121019.9
-89.358533975151303,43.113245048486093,12350,5100,2,43.113253,-89.35854,163.19,1631870.91
-89.358533975151303,43.113245048486093,12351,5100,4,43.113253,-89.35854,243.55,2435499.81
-89.358533975151303,43.113245048486093,12352,5100,17,43.113253,-89.35854,124.09,1240941.28
-89.358533975151303,43.113245048486093,12353,5100,20,43.113253,-89.35854,191.01,1910108.45
-89.358533975151303,43.113245048486093,12354,5100,21,43.113253,-89.35854,223.73,2237313.57
-89.358533975151303,43.113245048486093,12355,5100,22,43.113253,-89.35854,304.81,3048056.4
-89.358533975151303,43.113245048486093,12356,5100,27,43.113253,-89.35854,45.08,450779.79
-89.358533975151303,43.113245048486093,12357,5100,28,43.113253,-89.35854,142.92,1429210.27
-89.358533975151303,43.113245048486093,12358,5100,56,43.113253,-89.35854,11.94,119445.62
-89.358533975151303,43.113245048486093,12359,5100,57,43.113253,-89.35854,8.71,87062.02
-89.475091947295056,43.053875064981071,12360,6100,2,43.053883,-89.475098,212.23,2122323.92
-89.475091947295056,43.053875064981071,12361,6100,3,43.053883,-89.475098,62.15,621468.03
-89.475091947295056,43.053875064981071,12362,6100,6,43.053883,-89.475098,241.17,2411720.08
-89.475091947295056,43.053875064981071,12363,6100,11,43.053883,-89.475098,14.08,140837.37
-89.475091947295056,43.053875064981071,12364,6100,12,43.053883,-89.475098,6.06,60613.08
-89.475091947295056,43.053875064981071,12365,6100,18,43.053883,-89.475098,330.51,3305137.29
-89.475091947295056,43.053875064981071,12366,6100,28,43.053883,-89.475098,21.4,213987.35
-89.475091947295056,43.053875064981071,12367,6100,50,43.053883,-89.475098,296.05,2960543.56
-89.475091947295056,43.053875064981071,12368,6100,51,43.053883,-89.475098,60.68,606764.15
-89.475091947295056,43.053875064981071,12369,6100,52,43.053883,-89.475098,62.8,627983.65
-89.475091947295056,43.053875064981071,12370,6100,55,43.053883,-89.475098,60.46,604649.44
-89.475091947295056,43.053875064981071,12371,6100,56,43.053883,-89.475098,21.52,215227.49
-89.475091947295056,43.053875064981071,12372,6100,57,43.053883,-89.475098,32.93,329273.04
-89.475091947295056,43.053875064981071,12373,6100,67,43.053883,-89.475098,281.49,2814926.28
-89.475091947295056,43.053875064981071,12374,6100,73,43.053883,-89.475098,175,1749962.66
-89.322141987355295,43.098611049348925,12375,7100,3,43.098619,-89.322148,109.51,1095073.36
-89.322141987355295,43.098611049348925,12376,7100,5,43.098619,-89.322148,156.71,1567061.39
-89.322141987355295,43.098611049348925,12377,7100,14,43.098619,-89.322148,48.26,482615.27
-89.322141987355295,43.098611049348925,12378,7100,15,43.098619,-89.322148,38.6,385970.42
-89.322141987355295,43.098611049348925,12379,7100,16,43.098619,-89.322148,183.7,1836979.09
-89.322141987355295,43.098611049348925,12380,7100,17,43.098619,-89.322148,121.29,1212941.7
-89.322141987355295,43.098611049348925,12381,7100,30,43.098619,-89.322148,229.3,2292973.91
-89.322141987355295,43.098611049348925,12382,7100,31,43.098619,-89.322148,43.31,433124.05
-89.322141987355295,43.098611049348925,12383,7100,32,43.098619,-89.322148,31.95,319538
-89.322141987355295,43.098611049348925,12384,7100,33,43.098619,-89.322148,65.22,652162.34
-89.322141987355295,43.098611049348925,12385,7100,34,43.098619,-89.322148,28.45,284535.52
-89.322141987355295,43.098611049348925,12386,7100,35,43.098619,-89.322148,18.73,187334.95
-89.322141987355295,43.098611049348925,12387,7100,39,43.098619,-89.322148,54.8,548028.09
-89.306954988489196,43.126568044145628,12388,9800,6,43.126576,-89.306961,159.33,1593318.53
-89.306954988489196,43.126568044145628,12389,9800,20,43.126576,-89.306961,101.43,1014256.42
-89.306954988489196,43.126568044145628,12390,9800,26,43.126576,-89.306961,55.67,556742.37
-89.306954988489196,43.126568044145628,12391,9800,30,43.126576,-89.306961,148.51,1485132.98
-89.306954988489196,43.126568044145628,12392,9800,36,43.126576,-89.306961,30.01,300067.85
-89.394037969090689,43.073309057475811,12393,428,1,43.073317,-89.394044,8.36,83636.36
-89.394037969090689,43.073309057475811,12394,428,2,43.073317,-89.394044,77.47,774692.82
-89.394037969090689,43.073309057475811,12395,428,3,43.073317,-89.394044,75.71,757101.48
-89.394037969090689,43.073309057475811,12396,428,10,43.073317,-89.394044,97.93,979326.92
-89.394037969090689,43.073309057475811,12397,428,11,43.073317,-89.394044,3.69,36885.98
-89.394037969090689,43.073309057475811,12398,428,12,43.073317,-89.394044,3.03,30306.54
-89.394037969090689,43.073309057475811,12399,428,14,43.073317,-89.394044,30.61,306103.2
-89.394037969090689,43.073309057475811,12400,428,15,43.073317,-89.394044,41.64,416352.93
-89.394037969090689,43.073309057475811,12401,428,19,43.073317,-89.394044,17.81,178064.67
-89.394037969090689,43.073309057475811,12402,428,27,43.073317,-89.394044,0.92,9176.18
-89.394037969090689,43.073309057475811,12403,428,28,43.073317,-89.394044,41.11,411080.97
-89.394037969090689,43.073309057475811,12404,428,37,43.073317,-89.394044,2.14,21370.92
-89.394037969090689,43.073309057475811,12405,428,38,43.073317,-89.394044,43.27,432678.69
-89.394037969090689,43.073309057475811,12406,428,47,43.073317,-89.394044,1.34,13396.02
-89.394037969090689,43.073309057475811,12407,428,56,43.073317,-89.394044,2.25,22536.91
-89.394037969090689,43.073309057475811,12408,428,57,43.073317,-89.394044,1.23,12277.98
-89.394037969090689,43.073309057475811,12409,428,58,43.073317,-89.394044,6.14,61431.16
-89.394037969090689,43.073309057475811,12410,428,70,43.073317,-89.394044,24.97,249651.04
-89.394037969090689,43.073309057475811,12411,428,71,43.073317,-89.394044,9.2,92036.83
-89.394037969090689,43.073309057475811,12412,428,72,43.073317,-89.394044,7.83,78310.5
-89.393136968968875,43.072396057621887,12413,555,2,43.072404,-89.393143,9.47,94746.6
-89.393136968968875,43.072396057621887,12414,555,3,43.072404,-89.393143,8.12,81157.72
-89.393136968968875,43.072396057621887,12415,555,10,43.072404,-89.393143,7.01,70110.9
-89.393136968968875,43.072396057621887,12416,555,11,43.072404,-89.393143,0.11,1117.76
-89.393136968968875,43.072396057621887,12417,555,12,43.072404,-89.393143,0.79,7857.25
-89.393136968968875,43.072396057621887,12418,555,14,43.072404,-89.393143,2.12,21226.13
-89.393136968968875,43.072396057621887,12419,555,15,43.072404,-89.393143,2.81,28131.95
-89.393136968968875,43.072396057621887,12420,555,27,43.072404,-89.393143,0.34,3441.07
-89.393136968968875,43.072396057621887,12421,555,28,43.072404,-89.393143,2.03,20272.49
-89.393136968968875,43.072396057621887,12422,555,37,43.072404,-89.393143,2.36,23620.49
-89.393136968968875,43.072396057621887,12423,555,57,43.072404,-89.393143,1.34,13394.16
-89.393136968968875,43.072396057621887,12424,555,58,43.072404,-89.393143,0.22,2233.86
-89.393136968968875,43.072396057621887,12425,555,70,43.072404,-89.393143,1.34,13434.14
-89.393136968968875,43.072396057621887,12426,555,71,43.072404,-89.393143,0.45,4489.6
-89.393136968968875,43.072396057621887,12427,555,72,43.072404,-89.393143,0.34,3356.16
-89.406975965088634,43.07093905812706,12428,5,80,43.070947,-89.406982,317.94,3179438.31
-89.400147966773687,43.07592505721589,12429,10,80,43.075933,-89.400154,750.61,7506142.48
-89.400147966773687,43.07592505721589,12430,10,81,43.075933,-89.400154,137.53,1375266.48
-89.400147966773687,43.07592505721589,12431,10,82,43.075933,-89.400154,48.25,482466.51
-89.396937967334509,43.075683056767893,12432,25,81,43.075691,-89.396944,7.56,75600.74
-89.397334967909103,43.071887058217243,12433,39,80,43.071895,-89.397341,628.88,6288840.05
-89.389813969814568,43.078474056697026,12434,45,81,43.078482,-89.38982,1.78,17788.41
-89.412591963334478,43.074628058203203,12435,47,27,43.074636,-89.412598,7.23,72262.41
-89.397184967527778,43.075521057544904,12436,49,80,43.075529,-89.397191,690.92,6909164.02
-89.397184967527778,43.075521057544904,12437,49,81,43.075529,-89.397191,20.23,202343.17
-89.397184967527778,43.075521057544904,12438,49,82,43.075529,-89.397191,7.78,77817.18
-89.402260966534925,43.06943405884018,12439,50,27,43.069442,-89.402267,1.38,13764.27
-89.405653964790332,43.076123057791229,12440,52,80,43.076131,-89.40566,243.91,2439051.63
-89.405653964790332,43.076123057791229,12441,52,81,43.076131,-89.40566,8.89,88942.05
-89.403875966120339,43.075773057267881,12442,53,81,43.075781,-89.403882,6.34,63371.21
-89.403865966546292,43.069462058819198,12443,54,27,43.06947,-89.403872,0.11,1147.02
-89.407134964855004,43.076642057190554,12444,56,81,43.07665,-89.407141,6.34,63371.21
-89.40365396543298,43.07598805769765,12445,60,80,43.075996,-89.40366,160.42,1604171.15
-89.40365396543298,43.07598805769765,12446,60,81,43.075996,-89.40366,7.56,75600.74
-89.403691966115318,43.070885057884354,12447,61,80,43.070893,-89.403698,154.41,1544139.8
-89.397618967507796,43.072164057881054,12448,68,82,43.072172,-89.397625,1.89,18898.46
-89.400777967165425,43.074322057725752,12449,70,82,43.07433,-89.400784,3.67,36685.24
-89.398643967362219,43.07081205794448,12450,73,80,43.07082,-89.39865,412.1,4121041.2
-89.401112966543025,43.070849058071261,12451,77,80,43.070857,-89.401119,143.07,1430747.24
-89.392321969404776,43.074142056763222,12452,87,1,43.07415,-89.392328,3.48,34848.48
-89.392321969404776,43.074142056763222,12453,87,10,43.07415,-89.392328,89.81,898087.3
-89.392321969404776,43.074142056763222,12454,87,19,43.07415,-89.392328,9.01,90145.24
-89.392321969404776,43.074142056763222,12455,87,38,43.07415,-89.392328,35.57,355657.35
-89.392321969404776,43.074142056763222,12456,87,82,43.07415,-89.392328,2.45,24456.83
-89.392135968532301,43.076836056691427,12457,89,81,43.076844,-89.392142,4.11,41135.7
-89.388048969767397,43.077507056134792,12458,96,81,43.077515,-89.388055,0.67,6670.65
-89.40017296675147,43.075737057671574,12459,99,81,43.075745,-89.400179,33.46,334644.47
-89.40017296675147,43.075737057671574,12460,99,82,43.075745,-89.400179,41.58,415766.07
-89.401358966411394,43.073391057586548,12461,100,1,43.073399,-89.401365,6.39,63888.89
-89.401358966411394,43.073391057586548,12462,100,2,43.073399,-89.401365,140.45,1404479.07
-89.401358966411394,43.073391057586548,12463,100,3,43.073399,-89.401365,82.16,821582.96
-89.401358966411394,43.073391057586548,12464,100,4,43.073399,-89.401365,49.78,497790.77
-89.401358966411394,43.073391057586548,12465,100,10,43.073399,-89.401365,188.74,1887430.06
-89.401358966411394,43.073391057586548,12466,100,11,43.073399,-89.401365,6.71,67065.41
-89.401358966411394,43.073391057586548,12467,100,12,43.073399,-89.401365,1.23,12347.11
-89.401358966411394,43.073391057586548,12468,100,13,43.073399,-89.401365,73.54,735360.98
-89.401358966411394,43.073391057586548,12469,100,14,43.073399,-89.401365,44.69,446865.99
-89.401358966411394,43.073391057586548,12470,100,15,43.073399,-89.401365,102.74,1027378.98
-89.401358966411394,43.073391057586548,12471,100,19,43.073399,-89.401365,36.73,367258.38
-89.401358966411394,43.073391057586548,12472,100,27,43.073399,-89.401365,0.34,3441.07
-89.401358966411394,43.073391057586548,12473,100,28,43.073399,-89.401365,18.36,183578.62
-89.401358966411394,43.073391057586548,12474,100,29,43.073399,-89.401365,0.11,1116.69
-89.401358966411394,43.073391057586548,12475,100,37,43.073399,-89.401365,7.76,77610.17
-89.401358966411394,43.073391057586548,12476,100,38,43.073399,-89.401365,18.69,186890.01
-89.401358966411394,43.073391057586548,12477,100,48,43.073399,-89.401365,1.67,16666.67
-89.401358966411394,43.073391057586548,12478,100,56,43.073399,-89.401365,15.33,153250.99
-89.401358966411394,43.073391057586548,12479,100,57,43.073399,-89.401365,12.39,123895.96
-89.401358966411394,43.073391057586548,12480,100,58,43.073399,-89.401365,23.12,231204.56
-89.401358966411394,43.073391057586548,12481,100,70,43.073399,-89.401365,31.91,319060.74
-89.401358966411394,43.073391057586548,12482,100,71,43.073399,-89.401365,30.08,300803.29
-89.401358966411394,43.073391057586548,12483,100,72,43.073399,-89.401365,30.54,305410.96
-89.404222966205012,43.071136058052829,12484,104,4,43.071144,-89.404229,75.06,750583.85
-89.404222966205012,43.071136058052829,12485,104,27,43.071144,-89.404229,1.38,13764.27
-89.404222966205012,43.071136058052829,12486,104,44,43.071144,-89.404229,16.99,169885.02
-89.396526970347452,43.054375060806699,12487,107,5,43.054383,-89.396533,24.28,242799.85
-89.396526970347452,43.054375060806699,12488,107,13,43.054383,-89.396533,9.83,98346.15
-89.396526970347452,43.054375060806699,12489,107,44,43.054383,-89.396533,7.6,76001.19
-89.397596968760311,43.065002058816525,12490,113,5,43.06501,-89.397603,28.62,286236.52
-89.397596968760311,43.065002058816525,12491,113,47,43.06501,-89.397603,1.23,12279.69
-89.400717966835714,43.067975058214166,12492,115,6,43.067983,-89.400724,48.28,482790.01
-89.400717966835714,43.067975058214166,12493,115,13,43.067983,-89.400724,3.46,34644.67
-89.400717966835714,43.067975058214166,12494,115,47,43.067983,-89.400724,0.45,4465.34
-89.401110969759969,43.038458063363535,12495,121,4,43.038466,-89.401117,9.02,90203.7
-89.401110969759969,43.038458063363535,12496,121,18,43.038466,-89.401117,0.33,3349.8
-89.401110969759969,43.038458063363535,12497,121,40,43.038466,-89.401117,5.52,55176.61
-89.394282971165097,43.04894906174615,12498,124,5,43.048957,-89.394289,4.01,40095.39
-89.394282971165097,43.04894906174615,12499,124,44,43.048957,-89.394289,0.78,7823.65
-89.41314796382585,43.073267058563914,12500,133,1,43.073275,-89.413154,3.37,33686.87
-89.41314796382585,43.073267058563914,12501,133,2,43.073275,-89.413154,41.58,415770.39
-89.41314796382585,43.073267058563914,12502,133,3,43.073275,-89.413154,31.8,317960.39
-89.41314796382585,43.073267058563914,12503,133,10,43.073275,-89.413154,32.27,322732.73
-89.41314796382585,43.073267058563914,12504,133,12,43.073275,-89.413154,4.04,40408.72
-89.41314796382585,43.073267058563914,12505,133,19,43.073275,-89.413154,11.13,111290.42
-89.41314796382585,43.073267058563914,12506,133,29,43.073275,-89.413154,3.02,30150.6
-89.41314796382585,43.073267058563914,12507,133,37,43.073275,-89.413154,2.7,26994.84
-89.41314796382585,43.073267058563914,12508,133,58,43.073275,-89.413154,1.56,15637.02
-89.41314796382585,43.073267058563914,12509,133,82,43.073275,-89.413154,2.56,25568.5
-89.39917996935479,43.053973060808836,12510,146,4,43.053981,-89.399186,1.67,16704.39
-89.39917996935479,43.053973060808836,12511,146,47,43.053981,-89.399186,0.45,4465.34
-89.391775972042623,43.053864060885061,12512,147,13,43.053872,-89.391782,5.03,50290.64
-89.391775972042623,43.053864060885061,12513,147,44,43.053872,-89.391782,0.56,5588.32
-89.384352974887236,43.041185061735376,12514,150,13,43.041193,-89.384359,19.56,195574.73
-89.380743975457023,43.052124060285799,12515,153,13,43.052132,-89.38075,7.04,70406.9
-89.404187967512883,43.062863059313692,12516,158,4,43.062871,-89.404194,1.56,15590.76
-89.404187967512883,43.062863059313692,12517,158,44,43.062871,-89.404194,0.22,2235.33
-89.409406963705109,43.073473058341854,12518,160,1,43.073481,-89.409413,1.97,19747.47
-89.409406963705109,43.073473058341854,12519,160,2,43.073481,-89.409413,129.97,1299700.47
-89.409406963705109,43.073473058341854,12520,160,3,43.073481,-89.409413,45.47,454705.59
-89.409406963705109,43.073473058341854,12521,160,10,43.073481,-89.409413,211.78,2117794.46
-89.409406963705109,43.073473058341854,12522,160,12,43.073481,-89.409413,0.9,8979.72
-89.409406963705109,43.073473058341854,12523,160,14,43.073481,-89.409413,78.65,786484.15
-89.409406963705109,43.073473058341854,12524,160,15,43.073481,-89.409413,143.25,1432479.12
-89.409406963705109,43.073473058341854,12525,160,19,43.073481,-89.409413,26.6,265984.1
-89.409406963705109,43.073473058341854,12526,160,27,43.073481,-89.409413,0.57,5735.11
-89.409406963705109,43.073473058341854,12527,160,37,43.073481,-89.409413,6.52,65237.54
-89.409406963705109,43.073473058341854,12528,160,48,43.073481,-89.409413,2.22,22222.22
-89.409406963705109,43.073473058341854,12529,160,56,43.073481,-89.409413,26.48,264808.7
-89.409406963705109,43.073473058341854,12530,160,57,43.073481,-89.409413,17.19,171891.69
-89.409406963705109,43.073473058341854,12531,160,58,43.073481,-89.409413,21.11,211099.82
-89.409406963705109,43.073473058341854,12532,160,70,43.073481,-89.409413,33.25,332494.88
-89.409406963705109,43.073473058341854,12533,160,71,43.073481,-89.409413,25.48,254784.88
-89.409406963705109,43.073473058341854,12534,160,72,43.073481,-89.409413,42.29,422876.71
-89.387064971161365,43.070138057885252,12535,161,1,43.070146,-89.387071,22.3,223030.3
-89.387064971161365,43.070138057885252,12536,161,10,43.070146,-89.387071,117.52,1175192.3
-89.387064971161365,43.070138057885252,12537,161,19,43.070146,-89.387071,42.51,425129.4
-89.387064971161365,43.070138057885252,12538,161,38,43.070146,-89.387071,116.1,1160983.39
-89.387064971161365,43.070138057885252,12539,161,82,43.070146,-89.387071,3.67,36685.24
-89.400990967065454,43.065083058735652,12540,162,13,43.065091,-89.400997,6.15,61466.34
-89.400990967065454,43.065083058735652,12541,162,47,43.065091,-89.400997,0.89,8930.68
-89.400990967065454,43.065083058735652,12542,162,48,43.065091,-89.400997,0.11,1111.11
-89.375539977509703,43.04584606124574,12543,166,13,43.045854,-89.375546,4.14,41350.09
-89.403891967094722,43.065173059339543,12544,167,4,43.065181,-89.403898,49.33,493336.27
-89.403891967094722,43.065173059339543,12545,167,44,43.065181,-89.403898,25.48,254827.52
-89.387063971177639,43.072779057059627,12546,168,5,43.072787,-89.38707,9.58,95783.43
-89.387063971177639,43.072779057059627,12547,168,27,43.072787,-89.38707,1.38,13764.27
-89.387063971177639,43.072779057059627,12548,168,47,43.072787,-89.38707,1.9,18977.7
-89.387063971177639,43.072779057059627,12549,168,75,43.072787,-89.38707,6.36,63585.46
-89.404107968663538,43.041637063137784,12550,170,4,43.041645,-89.404114,5.46,54567.67
